Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,2000,2000,2000,6,1,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,1613800,,,,1613800,,1721953,,,0
H1,2000,2000,2000,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,19656,,,,19656,,94988,,,0
H1,2000,2000,2000,6,1,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,17929,,,,17929,,76878,,,0
H1,2000,2000,2000,6,1,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,1313923,,,,1313923,,4001735,,,0
H1,2000,2000,2000,6,1,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,7484614,,,,7484614,,5892998,,,0
H1,2000,2000,2000,6,1,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,187554,,,,187554,,1439311,,,0
H1,2000,2000,2000,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,5490132,,,,5490132,,6880531,,,0
H1,2001,2001,2001,6,1,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,770000,,,,770000,,1991696,,,0
H1,2001,2001,2001,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,9909,,,,9909,,80077,,,0
H1,2001,2001,2001,6,1,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,4214773,,,,4214773,,8538181,,,0
H1,2001,2001,2001,6,1,1,Import,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,115581,,,,115581,,213825,,,0
H1,2001,2001,2001,6,1,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,5287364,,,,5287364,,3727327,,,0
H1,2001,2001,2001,6,1,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,102432,,,,102432,,291885,,,0
H1,2001,2001,2001,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,5023626,,,,5023626,,5409623,,,0
H1,2002,2002,2002,6,1,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,994220,,,,994220,,1669921,,,0
H1,2002,2002,2002,6,1,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,100,,,,100,,245,,,0
H1,2002,2002,2002,6,1,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,2548049,,,,2548049,,3741136,,,0
H1,2002,2002,2002,6,1,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,1615160,,,,1615160,,1218238,,,0
H1,2002,2002,2002,6,1,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,826299,,,,826299,,5982718,,,0
H1,2002,2002,2002,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,5067819,,,,5067819,,4584860,,,0
H1,2003,2003,2003,6,1,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,186081,,,,186081,,514210,,,0
H1,2003,2003,2003,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,11000,,,,11000,,51900,,,0
H1,2003,2003,2003,6,1,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,200,,,,200,,2283,,,0
H1,2003,2003,2003,6,1,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, unmanufactured, not stemmed or stripped",8,Weight in kilograms,2092893,,,,2092893,,869192,,,0
